Hanzi,Pinyin,Part of Speech,Translation
田中誠一,Tiánzhōng Chéngyī,,a man from Japan
伯母,bómǔ,N,aunt; here a polite term for a friend’s mother regardless of age
您,nín,N,you (honorific)
名字,míngzi,N,name
書,shū,N,book
哥哥,gēge,N,older brother
老師,lǎoshī,N,teacher
看書,kànshū,V-sep,to read
幾,jǐ,N,how many
個,ge,M,general measure word
沒,méi,Adv,not
兄弟,xiōngdì,N,brothers
姐妹,jiěmèi,N,sisters
五,wǔ,N,five
兩,liǎng,N,two
